TreeName,Species,YearLastRing,Site,RingCount,ImageName,AnalysisDateTime,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994,1993,1992,1991,1990,1989,1988,1987,1986,1985,1984,1983,1982,1981,1980,1979,1978,1977,1976,1975,1974,1973,1972,1971,1970,1969,1968,1967,1966,1965,1964,1963,1962,1961,1960,1959,1958,1957,1956,1955,1954,1953,1952,1951,1950,1949,1948,1947,1946,1945,1944,1943,1942,1941,1940,1939,1938,1937,1936,1935,1934,1933,1932,1931,1930,1929,1928,1927,1926,1925,1924,1923,1922,1921,1920,1919,1918,1917,1916,1915,1914,1913,1912,1911,1910,1909,1908,1907,1906,1905,1904,1903,1902,1901,1900,1899,1898,1897,1896,1895,1894,1893,1892,1891,1890,1889,1888,1887,1886,1885,1884,1883,1882,1881,1880,1879,1878,1877,1876,1875,1874,1873,1872,1871,1870,1869,1868,1867,1866,1865,1864,1863,1862,1861
1311-79*B,Pinus_ponderosa,2014,Arnold Arboretum,29,Pinus_ponderosa_Aug2014002.tif,7/20/16 11:41,2.135,3.493,5.265,5.183,8.496,7.598,6.609,7.655,13.006,12.786,12.171,12.14,11.828,11.935,14.647,14.123,18.548,15.401,14.317,11.474,17.886,13.1,11.008,10.156,9.363,6.852,6.023,3.704,1.168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1311-79*F,Pinus_ponderosa,2014,Arnold Arboretum,31,Pinus_ponderosa_Aug2014002.tif,7/20/16 11:41,2.577,4.184,6.018,7.365,10.642,11.392,8.055,8.399,12.973,11.387,10.701,9.189,12.812,12.402,15.16,12.677,17.991,13.24,12.524,9.162,9.494,7.119,9.185,8.461,5.889,4.543,9.907,5.057,1.942,2.051,26.614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205-80*A,Pinus_ponderosa,2014,Arnold Arboretum,30,Pinus_ponderosa_Aug2014001.tif,7/20/16 11:40,4.284,9.116,10.775,7.273,8.581,12.53,8.477,9.078,11.204,8.4,8.047,7.567,9.398,10.394,9.307,6.292,6.813,5.134,6.201,3.285,3.764,2.327,3.571,2.759,3.693,2.463,2.375,6.822,6.181,4.026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205-80*B,Pinus_ponderosa,2014,Arnold Arboretum,26,Pinus_ponderosa_Aug2014001.tif,7/20/16 11:40,2.587,4.16,5.535,6.257,7.126,7.868,7.1,6.161,8.019,5.756,7.71,5.532,3.905,7.123,6.767,5.303,7.049,4.343,5.134,3.794,3.614,4.848,5.559,4.744,5.506,15.734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16573*M,Pinus resinosa,2014,Arnold Arboretum,93,Pinus_resinosa001.tif,7/20/16 11:41,0.517,0.446,0.35,0.469,0.507,0.381,0.432,0.536,0.727,1.03,0.49,0.45,0.249,0.281,0.333,0.17,0.226,0.242,0.353,0.399,0.532,0.343,0.402,0.435,0.395,0.29,0.362,0.372,0.389,0.389,0.267,0.458,0.495,0.693,0.626,0.42,0.426,0.39,0.236,0.389,0.308,0.39,0.381,0.326,0.344,0.272,0.254,0.315,0.426,0.325,0.317,0.769,0.57,0.698,0.453,0.579,0.498,0.526,1.016,0.76,1.433,2.522,1.83,1.624,1.062,1.196,2.916,3.117,2.158,3.424,4.055,3.462,3.937,3.879,3.142,3.297,3.339,3.671,4.484,4.961,5.223,5.672,4.245,5.484,3.477,4.39,4.981,6.432,4.728,7.552,9.103,15.273,43.047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16573*N,Pinus_resinosa,2014,Arnold Arboretum,93,Pinus_resinosa001.tif,7/20/16 11:41,0.391,0.383,0.289,0.356,0.394,0.399,0.495,0.54,0.681,0.61,0.349,0.314,0.244,0.052,0.199,0.248,0.181,0.395,0.449,0.493,0.643,0.481,0.331,0.531,0.336,0.323,0.429,0.554,0.48,0.423,0.329,0.209,0.532,0.762,0.704,0.667,0.535,0.36,0.513,0.608,0.354,0.496,0.743,0.307,0.772,0.616,0.464,0.351,0.514,0.393,0.477,0.595,0.281,0.675,0.482,0.578,0.61,0.727,0.64,0.639,0.594,1.218,1.691,1.182,2.544,2.318,1.843,1.327,1.777,3.173,4.155,2.156,2.793,5.287,4.345,4.763,4.93,3.585,4.781,6.424,6.737,5.976,7.244,8.615,7.657,7.011,10.564,5.653,4.119,5.538,6.394,8.52,33.663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16573*Q,Pinus_resinosa,2014,Arnold Arboretum,98,Pinus_resinosa001.tif,7/20/16 11:41,0.304,0.251,0.389,0.235,0.388,0.363,0.298,0.398,0.492,0.443,0.381,0.308,0.235,0.275,0.293,0.316,0.35,0.368,0.441,0.386,0.479,0.476,0.392,0.45,0.507,0.514,0.535,0.802,0.43,0.621,0.681,0.579,0.607,0.939,0.759,1.051,0.907,0.759,0.633,0.764,0.444,0.626,0.681,1.175,1.417,1.188,0.977,0.757,1.774,1.996,2.435,2.402,1.902,2.322,2.039,1.885,2.259,2.149,1.131,0.978,0.844,1.397,0.925,0.815,1.932,2.409,2.005,1.966,1.243,1.886,2.501,2.422,1.694,2.43,2.96,2.76,2.872,2.921,2.715,4.419,4.829,3.395,4.38,5.785,5.221,7.612,5.278,6.989,6.691,6.704,5.317,4.119,9.196,4.052,6.304,7.602,6.474,23.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16589*A,Pinus_sylvestris,2014,Arnold Arboretum,111,Pinus_sylvestris_lapponica_2014Aug1.tif,7/20/16 11:43,0.418,0.349,0.301,0.255,0.254,0.37,0.316,0.333,0.455,0.382,0.298,0.18,0.723,0.609,0.638,0.307,0.335,0.579,0.71,0.434,0.499,0.927,0.934,0.547,0.507,0.313,0.542,0.716,0.574,0.393,1.074,1.301,0.706,0.603,1.542,1.27,1.212,1.067,0.92,1.068,1.083,0.755,0.533,0.734,0.695,1.431,1.295,1.612,0.976,1.582,1.141,0.38,0.486,0.647,1.036,0.618,0.276,0.537,0.418,0.847,0.808,0.901,2.005,1.401,1.606,1.582,2.022,2.164,1.348,1.171,1.383,1.824,1.203,0.877,0.621,1.214,1.572,2.501,2.632,2.285,1.721,1.79,1.25,1.773,1.29,1.687,1.637,2.051,2.2,1.57,1.205,1.862,2.761,2.618,2.46,2.134,2.638,2.735,4.348,4.176,5.666,6.083,6.68,6.917,6.006,7.846,6.499,8.167,6.971,4.652,16.173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16589*B,Pinus_sylvestris,2014,Arnold Arboretum,43,Pinus_sylvestris_lapponica_2014Aug1.tif,7/20/16 11:43,0.4,0.526,0.345,0.359,0.326,0.211,0.18,0.127,0.326,0.394,0.35,0.271,0.488,0.451,0.376,0.429,0.306,0.507,0.754,0.471,0.523,0.732,1.723,1.914,1.321,1.913,1.624,0.93,1.072,0.508,0.232,0.554,0.529,0.373,0.557,0.887,0.496,0.503,0.488,0.497,0.703,0.608,2.907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16589*G,Pinus_sylvestris,2014,Arnold Arboretum,113,Pinus_sylvestris_lapponica_2014Aug1.tif,7/20/16 11:43,0.508,0.394,0.602,0.809,0.527,0.654,0.904,0.721,0.719,0.753,0.508,0.32,0.663,0.41,0.54,0.466,0.286,0.282,0.201,0.289,0.442,0.501,1.005,1.172,1.143,0.699,0.415,0.205,0.327,0.542,0.234,0.267,0.409,0.27,0.393,0.339,0.233,0.429,1.154,1.375,1.268,1.007,0.572,0.539,0.295,0.357,0.425,0.775,0.795,0.296,0.535,0.654,0.848,0.907,0.991,0.889,0.818,0.699,1.03,1.516,1.352,1.052,0.615,0.956,0.72,0.926,1.162,1.801,1.491,1.24,1.388,1.731,1.746,1.392,1.409,1.315,1.556,0.842,1.008,1.377,1.39,1.209,1.595,1.743,1.76,1.545,1.341,0.903,1.143,1.493,1.589,1.436,1.658,2.084,1.888,2.34,2.993,3.542,3.757,3.644,3.686,4.749,5.546,5.444,5.535,5.319,6.06,6.531,7.168,6.333,11.88,3.495,32.499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16589*H,Pinus_sylvestris,2014,Arnold Arboretum,111,Pinus_sylvestris_lapponica_2014Aug1.tif,7/20/16 11:43,0.414,0.415,0.377,0.305,0.214,0.376,0.578,0.467,0.531,0.415,0.626,0.785,0.606,0.429,0.406,0.43,0.409,0.528,0.288,0.435,0.524,0.676,0.745,0.813,0.735,0.782,0.604,0.577,0.772,0.961,0.877,0.709,1.183,0.942,0.73,1.051,0.788,1.422,2.417,2.452,2.167,1.845,0.959,0.688,0.409,0.41,0.459,0.89,0.861,0.641,0.689,0.997,0.78,0.967,0.841,1.091,0.812,0.694,1.034,1.218,1.472,1.196,1.317,1.618,0.888,0.799,1.571,1.811,1.632,1.258,0.565,1.165,1.159,0.832,0.464,1.01,1.657,1.581,2.063,1.603,1.048,1.472,1.419,1.088,2.208,1.752,2.938,3.019,2.007,2.115,1.329,0.97,1.297,1.605,0.916,0.76,2.153,1.721,2.94,3.679,3.37,5.62,8.035,6.395,6.371,7.256,10.214,7.001,9.644,8.493,27.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113-72*H,Pinus_tabuliformis,2014,Arnold Arboretum,79,Pinus_tabuliformis001.tif,7/20/16 11:44,0.898,1.334,1.238,1.148,2.23,2.437,2.339,2.269,2.874,2.546,1.847,1.523,2.087,2.473,2.13,1.06,1.33,1.813,1.581,0.815,1.298,1.751,2.071,2.151,2.949,3.201,2.579,2.715,2.443,2.323,1.293,2.536,2.497,3.431,2.815,2.961,3.609,5.57,4.235,2.623,2.892,3.383,2.421,2.757,1.865,2.308,2.327,1.791,4.091,2.02,2.116,3.289,3.115,4.625,2.614,3.548,1.937,2.23,3.048,3.869,2.123,2.914,3.006,2.776,2.031,1.586,2.366,1.192,0.682,2.911,2.836,2.578,4.083,5.544,6.865,1.151,4.226,5.185,10.342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16576*H,Pinus_tabuliformis,2014,Arnold Arboretum,89,Pinus_tabuliformis_2014Jul23.tif,7/20/16 11:44,1.162,1.637,1.256,0.923,0.906,1.471,1.219,1.168,1.417,1.649,2.226,2.56,2.335,2.448,3.989,1.955,2.225,2.935,2.901,1.664,1.726,2.112,2.507,3.033,3.619,3.009,2.182,2.093,2.706,2.543,2.478,1.605,2.269,2.59,2.175,2.163,3.192,5.308,5.381,4.542,4.298,6.486,4.006,3.038,3.584,2.563,2.835,2.071,2.176,1.467,1.097,1.154,0.622,0.874,0.556,0.569,1.033,0.809,1.668,1,0.607,0.855,0.77,0.701,0.463,0.374,0.599,0.957,0.567,0.759,0.7,0.863,1.158,1.1,1.746,1.951,2.451,2.835,3.612,2.46,1.651,2.017,3.244,2.293,2.155,2.084,2.116,2.918,1.288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16576*I,Pinus_tabuliformis,2014,Arnold Arboretum,89,Pinus_tabuliformis001.tif,7/20/16 11:44,0.599,0.854,0.988,0.611,0.677,0.575,0.843,0.714,0.844,0.923,0.95,1.206,0.792,1.276,1.134,0.741,0.598,0.789,1.187,1.164,0.96,1.17,1.853,2.123,2.022,2.411,2.061,1.806,3.367,1.901,1.221,0.673,1.426,1.37,0.686,1.359,1.083,1.793,1.532,2.621,2.129,1.368,0.785,0.626,0.552,0.916,0.865,1.188,0.731,0.37,1.034,1.13,0.591,1.077,0.58,1.183,1.34,1.041,0.706,0.736,0.973,1.032,0.634,0.475,0.711,0.842,0.852,1.367,2.106,3.021,3.667,2.571,1.655,2.083,1.625,2.861,2.609,2.109,3.614,2.393,2.84,2.665,4.453,4.395,2.544,2.881,1.78,1.366,31.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16576*J,Pinus_tabuliformis,2014,Arnold Arboretum,95,Pinus_tabuliformis_2014Jul23.tif,7/20/16 11:44,1.656,1.884,3.766,4.823,3.637,3.809,3.182,3.354,3.99,1.585,2.795,3.71,5.11,2.208,2.735,3.851,4.999,5.803,3.087,2.015,1.106,1.599,1.671,1.386,1.558,3.444,2.85,2.121,2.15,2.073,1.879,2.496,2.73,2.158,2.036,2.978,1.563,1.354,1.898,2.509,2.147,3.085,4.375,2.416,1.443,0.675,0.643,0.424,0.642,1.054,1.141,1.547,0.707,1.003,0.791,1.048,0.46,0.799,0.395,0.279,0.441,0.43,0.203,0.503,0.312,0.477,0.303,0.282,0.313,0.734,0.639,0.699,0.924,0.531,0.518,0.764,0.909,1.357,1.324,0.752,0.962,0.511,0.881,0.973,1.063,0.936,0.485,0.831,0.356,0.71,0.943,0.7,0.929,0.999,4.223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16576*N,Pinus_tabuliformis,2014,Arnold Arboretum,88,Pinus_tabuliformis_2014Jul23.tif,7/20/16 11:44,1.556,2.46,1.839,2.187,2.787,1.91,2.006,1.947,2.094,1.226,1.08,0.886,0.773,0.978,0.962,0.667,0.913,0.891,1.217,1.344,1.402,1.724,2.475,2.587,2.321,3.209,2.213,1.304,1.895,1.536,1.823,1.259,1.393,1.343,1.725,1.852,3.142,4.004,3.231,2.816,2.081,2.247,2.095,1.798,1.891,2.481,2.615,2.155,2.578,1.341,2.102,2.914,1.991,3.165,1.391,0.385,0.97,0.778,0.94,0.607,0.617,1.295,0.679,0.941,1.076,1.035,1.2,1.325,0.969,0.906,0.739,0.993,1.065,0.948,1.928,2.085,2.861,2.105,1.487,2.869,1.913,2.691,2.109,2.964,4.41,5.023,8.972,11.913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16576*R,Pinus_tabuliformis,2014,Arnold Arboretum,94,Pinus_tabuliformis_2014Jul23.tif,7/20/16 11:44,1.395,1.264,1.588,1.911,1.256,1.425,1.639,1.319,2.27,1.232,0.748,0.761,0.938,0.994,1.076,0.783,0.842,0.709,0.987,1.148,0.917,0.993,1.45,1.445,1.588,1.606,1.157,1.192,1.414,1.336,1.121,1.259,1.539,2.039,1.784,1.717,1.565,2.239,2.395,2.741,1.992,1.8,1.585,0.977,0.801,0.897,1.032,1.115,1.017,0.632,1.126,0.831,0.448,0.62,0.75,0.478,0.594,0.325,0.374,0.208,0.394,1.097,0.702,0.667,0.659,0.427,0.761,0.802,0.876,0.983,1.171,1.54,1.894,2.395,2.13,2.488,3.176,3.163,2.156,2.483,2.061,2.562,2.298,2.193,1.409,1.77,3.084,3.156,2.656,3.857,2.643,2.609,3.371,15.365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11371*G,Pinus_thunbergii,2014,Arnold Arboretum,77,Pinus_thunbergii_11371_2014Jul28001.tif,7/20/16 11:45,0.617,0.946,0.718,0.908,1.419,1.123,0.921,0.944,0.692,0.754,0.334,0.474,0.988,0.692,0.512,0.297,0.275,0.52,0.373,0.711,0.089,0.07,0.29,0.25,0.41,0.862,0.745,0.717,0.782,0.855,0.703,1.068,0.829,1.016,0.689,0.754,0.842,1.419,1.437,2.127,2.817,2.068,0.953,0.507,0.358,0.38,0.734,1.173,1.218,1.574,1.235,1.376,2.41,2.16,2.82,1.601,2.83,1.785,1.779,2.209,1.606,1.931,0.995,1.731,1.564,1.38,0.454,1.281,0.996,1.414,2.606,1.915,5.2,4.713,6.483,9.565,12.433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11371*J,Pinus_thunbergii,2014,Arnold Arboretum,87,Pinus_thunbergii_11371_2014Jul28001.tif,7/20/16 11:45,1.088,1.415,1.378,1.211,1.558,1.369,1.732,1.887,1.153,1.819,1.464,0.68,1.703,1.457,0.722,1.05,1.439,1.298,0.92,0.61,0.869,1.678,1.682,1.444,1.688,2.137,1.295,1.266,1.867,1.901,1.078,0.902,1.521,2.1,1.186,1.281,1.117,1.801,1.714,1.813,1.78,1.513,1.759,2.174,1.84,1.269,2.008,2.613,1.458,1.165,1.411,2.124,2.036,2.371,2.187,1.281,1.607,1.096,1.22,2.034,1.884,2.152,1.645,2.398,1.319,2.594,1.281,1.828,1.597,2.281,1.68,1.009,1.364,1.339,1.729,3.015,6.296,4.325,3.642,2.779,2.096,3.575,5.326,4.053,3.425,3.398,7.264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11371*M,Pinus_thunbergii,2014,Arnold Arboretum,87,Pinus_thunbergii_11371_2014Jul28001.tif,7/20/16 11:45,0.486,0.665,0.886,0.824,1.438,1.275,1.17,1.115,1.072,1.279,1.033,0.744,0.875,0.551,0.666,0.517,0.238,0.365,0.541,0.544,0.288,1.222,2.426,2.606,2.117,1.806,1.414,1.066,1.347,1.555,1.103,0.661,1.243,1.306,1.082,1.495,1.26,1.254,2.025,1.862,1.908,1.587,1.959,1.252,1.885,1.36,0.992,0.57,0.846,1.003,0.905,2.046,2.114,1.735,1.558,1.39,1.729,1.567,1.888,2.287,1.481,1.02,1.345,1.275,1.393,1.717,1.461,1.988,1.62,2.225,1.231,1.594,1.887,1.253,1.947,1.934,2.168,2.003,1.712,1.504,2.347,2.344,2.745,3.137,2.573,4.053,44.721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16592*D,Pinus_thunbergii,2014,Arnold Arboretum,88,Pinus_thunbergii_16592_2014Jul28002.tif,7/20/16 11:46,0.507,0.801,0.806,1.875,2.141,1.799,2.094,2.278,2.644,2.045,1.489,1.309,2.178,2.139,2.693,1.558,2.517,2.371,2.22,2.811,2.338,2.101,2.005,1.787,0.898,1.508,0.723,0.787,0.528,0.648,0.485,0.607,0.868,0.757,1.178,1.156,0.545,1.215,3.229,3.877,2.99,2.284,1.253,0.831,1.049,0.69,1.581,0.939,0.971,0.642,0.381,1.596,1.745,1.33,0.944,0.743,1.758,1.65,2.061,2.537,2.103,2.132,2.495,2.697,1.597,1.685,0.998,2.516,2.305,2.43,2.652,2.029,3.57,2.612,1.965,1.098,3.833,3.118,1.163,0.702,1.557,3.03,3.286,6.049,5.454,4.054,1.147,4.585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16592*E,Pinus_thunbergii,2014,Arnold Arboretum,69,Pinus_thunbergii_16592_2014Jul28002.tif,7/20/16 11:46,0.919,0.612,0.54,0.593,0.616,1.398,0.903,1.24,1.46,1.01,1.263,1.103,1.092,1.408,2.275,1.994,1.98,1.389,1.214,0.96,1.233,1.376,2.031,1.733,1.859,1.911,1.569,1.95,1.058,1.007,0.578,0.519,0.634,0.417,0.664,1.087,0.743,0.906,0.966,1.385,1.243,1.543,0.832,0.559,0.596,0.644,1.035,1.169,1.14,0.629,0.594,0.637,0.799,1.18,1.217,0.912,1.012,0.698,1.263,1.971,1.854,1.792,1.351,1.937,1.903,1.627,0.943,1.904,3.698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
psemen3,Pseudotsuga_menziesii,2014,Arnold Arboretum,63,Pseudotsuga_menziesii_2014Jul14_3.tif,7/20/16 11:55,1.699,1.57,0.936,1.556,4.415,4.426,2.996,3.151,2.777,4,3.702,3.258,2.92,2.296,1.497,1.603,1.539,2.139,4.168,2.593,3.374,2.997,4.535,3.294,5.572,5.581,3.39,3.38,4.836,4.899,3.875,4.296,4.307,3.871,4.161,3.113,3.35,3.403,3.901,5.688,6.299,6.62,4.558,5.117,4.956,6.554,7.847,6.235,4.327,4.693,4.764,5.533,6.414,7.285,9.068,9.315,8.011,4.717,3.677,4.566,6.029,3.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
psemen5a,Pseudotsuga_menziesii,2014,Arnold Arboretum,68,Pseudotsuga_menziesii_2014Jul14_2.tif,7/20/16 11:54,1.061,1.122,0.879,0.761,1.46,2.148,1.483,1.087,0.647,1.705,1.353,0.78,0.443,0.435,0.476,0.389,0.446,1.103,1.659,1.182,1.268,1.35,0.956,1.141,1.633,1.775,1.503,2.042,2.317,2.353,1.041,2.311,2,3.144,2.157,1.351,1.27,1.916,2.505,2.574,2.407,4.028,3.442,3.394,3.662,3.586,6.154,6.78,4.391,4.62,4.241,5.911,4.055,4.551,4.287,7.862,8.632,3.687,3.636,5.239,3.916,3.238,3.921,3.259,2.08,0.959,3.258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
psemen5b,Pseudotsuga_menziesii,2014,Arnold Arboretum,68,Pseudotsuga_menzinesii_2014Jul14_1.tif,7/20/16 11:57,1.095,1.101,0.805,0.803,1.438,2.177,1.523,1.017,0.67,1.704,1.37,0.741,0.463,0.423,0.485,0.432,0.445,1.124,1.627,1.138,1.28,1.301,0.876,1.141,1.661,1.782,1.469,2.042,2.264,2.406,1.033,2.374,1.914,3.173,2.093,1.329,1.369,1.904,2.436,2.573,2.42,4.026,3.458,3.394,3.678,3.586,6.111,6.793,4.435,4.528,4.343,5.89,4.055,4.551,4.287,7.862,8.632,3.745,3.655,5.166,4.088,3.238,3.921,3.259,2.08,1.014,3.258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
psemen6a,Pseudotsuga_menziesii,2014,Arnold Arboretum,53,Pseudotsuga_menziesii_2014Jul14_2.tif,7/20/16 11:54,0.567,0.55,0.475,0.929,2.938,4.026,3.164,2.96,2.119,2.268,2.258,1.447,1.844,3.496,3.953,3.295,3.88,2.379,3.252,1.674,2.767,2.562,3.654,3.926,5.493,4.435,3.542,3.833,7.227,9.901,2.878,2.979,3.022,3.723,2.416,4.009,5.232,7.392,12.231,6.975,7.663,7.911,6.105,6.063,6.002,4.617,7.557,12.604,3.694,2.732,2.749,3.942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
psemen6b,Pseudotsuga_menziesii,2014,Arnold Arboretum,53,Pseudotsuga_menzinesii_2014Jul14_1.tif,7/20/16 11:57,0.719,0.598,0.538,0.973,2.894,4.026,3.164,2.884,2.239,2.185,2.258,1.469,1.849,3.496,3.991,3.24,3.974,2.264,3.352,1.582,2.874,2.582,3.505,4.258,5.309,4.04,3.498,3.812,6.916,9.963,2.735,2.979,3.022,3.543,2.416,4.094,5.147,7.414,12.149,6.416,7.615,7.961,6.167,6.003,6.002,4.617,7.874,12.604,3.694,2.732,2.749,3.942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
psemen7,Pseudotsuga_menziesii,2014,Arnold Arboretum,61,Pseudotsuga_menziesii_2014Jul14_3.tif,7/20/16 11:55,1.036,1.972,1.205,1.258,2.482,1.711,1.62,2.195,2.955,4.248,2.465,1.832,1.929,1.893,1.7,1.553,3.772,2.449,2.989,2.068,2.166,2.026,3.395,2.834,3.41,2.757,1.055,1.704,2.395,2.932,1.767,2.451,4.276,3.126,3.418,3.116,4.496,4.566,6.627,3.99,3.227,5.086,2.678,2.937,2.821,3.593,3.967,6.133,6.053,5.546,5.938,5.944,7.579,4.062,4.02,7.924,10.178,5.669,3.177,5.291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
psemen8,Pseudotsuga_menziesii,2014,Arnold Arboretum,65,Pseudotsuga_menzinesii_2014Jul14_1.tif,7/20/16 11:57,1.628,1.247,1.376,1.26,1.893,2.717,2.035,1.613,1.341,2.071,2.742,1.363,1.166,2.013,2.148,1.187,1.431,1.476,2.712,1.11,3.296,2.908,2.855,1.744,4.715,0.134,4.495,3.019,1.623,3.945,5.306,1.726,3.949,4.878,4.41,3.009,4.455,3.649,2.896,7.03,6.113,4.538,5.102,1.982,3.552,3.819,4.079,4.836,6.927,4.792,4.517,4.109,5.42,3.937,5.487,4.826,6.949,4.926,3.852,3.249,4.517,5.804,2.026,4.643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1270-64*B,Pseudotsuga_menziesii,2014,Arnold Arboretum,33,Pseudotsuga_menziesii_2014001.tif,7/20/16 11:56,0.957,3.308,2.978,3.18,5.963,6.033,4.553,3.617,4.061,7.063,7.359,5.312,4.882,5.042,6.118,3.734,6.841,5.255,9.889,5.538,7.62,3.692,9.202,6.792,8.645,9.315,11.461,8.275,8.911,9.946,9.457,8.119,7.845,7.869,6.976,7.402,7.43,6.808,5.483,2.303,3.963,2.366,14.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
