Loop,Ord,ACC_NUM,Species,Loc,BBNE_no01,BBNE_no02,BBNE_no03,BBNE_no04,BBNE_no05,BBNE_no06,BBNE_no07,BBNE_no08,BBNE_no09,BBNE_no10,BBNE_no11,Date01,Date02,Date03,Date04,Date05,Date06,Date07,Date08,Date09,Date10,Date11,FullExpLvs_no01,FullExpLvs_no02,FullExpLvs_no03,FullExpLvs_no04,FullExpLvs_no05,FullExpLvs_no06,FullExpLvs_no07,FullExpLvs_no08,FullExpLvs_no09,FullExpLvs_no10,FullExpLvs_no11,ILS_perc01,ILS_perc02,ILS_perc03,ILS_perc04,ILS_perc05,ILS_perc06,ILS_perc07,ILS_perc08,ILS_perc09,ILS_perc10,ILS_perc11,L_YN_01,L_YN_02,L_YN_03,L_YN_04,L_YN_05,L_YN_06,L_YN_07,L_YN_08,L_YN_09,L_YN_10,L_YN_11
,298,827-27*B,Abies_xborisii_regis,35-SW,<3,<3,<3,<3,<3,>10000,>10000,>10000,>10000,>10000,>10000,4/6/2015,4/13/2015,4/20/2015,4/27/2015,5/4/2015,5/12/2015,5/18/2015,5/25/2015,6/3/2015,6/9/2015,6/15/2015,,,,,,,,,,,,,,,,,,,,,,,<5,<5,<5,<5,<5,>10000,,>10000,>10000,>10000,>10000
,299,16511*D,Picea_rubens,40-NW,<3,<3,<3,<3,<3,<3,,>10000,>10000,>10000,>10000,4/6/2015,4/13/2015,4/20/2015,4/27/2015,5/4/2015,5/12/2015,5/18/2015,5/25/2015,6/3/2015,6/9/2015,6/15/2015,,,,,,,,,,,,,,,,,,,,,,,<5,<5,<5,<5,<5,<5,,1001-10000,>10000,>10000,>10000
,300,16511*E,Picea_rubens,40-NW,<3,<3,<3,<3,<3,<3,,>10000,>10000,>10000,>10000,4/6/2015,4/13/2015,4/20/2015,4/27/2015,5/4/2015,5/12/2015,5/18/2015,5/25/2015,6/3/2015,6/9/2015,6/15/2015,,,,,,,,,,,,,,,,,,,,,,,<5,<5,<5,<5,<5,<5,,1001-10000,>10000,>10000,>10000
,301,16520*C,Picea_wilsonii,40-NW,<3,<3,<3,<3,<3,>10000,>10000,>10000,>10000,>10000,>10000,4/6/2015,4/13/2015,4/20/2015,4/27/2015,5/4/2015,5/12/2015,5/18/2015,5/25/2015,6/3/2015,6/9/2015,6/15/2015,,,,,,,,,,,,,,,,,,,,,,,<5,<5,<5,<5,<5,1001-10000,,>10000,>10000,>10000,>10000
,302,1664-81*B,Abies_nordmanniana,40-NW,<3,<3,<3,<3,<3,>10000,>10000,>10000,>10000,>10000,>10000,4/6/2015,4/13/2015,4/20/2015,4/27/2015,5/4/2015,5/12/2015,5/18/2015,5/25/2015,6/3/2015,6/9/2015,6/15/2015,,,,,,,,,,,,,,,,,,,,,,,<5,<5,<5,<5,<5,101-1000,,>10000,>10000,>10000,>10000
,303,7599*A,Picea_wilsonii,40-NW,<3,<3,<3,<3,<3,>10000,>10000,>10000,>10000,>10000,>10000,4/6/2015,4/13/2015,4/20/2015,4/27/2015,5/4/2015,5/12/2015,5/18/2015,5/25/2015,6/3/2015,6/9/2015,6/15/2015,,,,,,,,,,,,,,,,,,,,,,,<5,<5,<5,<5,<5,1001-10000,,>10000,>10000,>10000,>10000
,304,779-65*A,Abies_nordmanniana,40-NW,<3,<3,<3,<3,<3,>10000,>10000,>10000,>10000,>10000,>10000,4/6/2015,4/13/2015,4/20/2015,4/27/2015,5/4/2015,5/12/2015,5/18/2015,5/25/2015,6/3/2015,6/9/2015,6/15/2015,,,,,,,,,,,,,,,,,,,,,,,<5,<5,<5,<5,<5,101-1000,,>10000,>10000,>10000,>10000
,305,1279-64*B,Pseudotsuga_menziesii,40-SW,<3,<3,<3,<3,<3,>10000,>10000,>10000,>10000,>10000,>10000,4/6/2015,4/13/2015,4/20/2015,4/27/2015,5/4/2015,5/12/2015,5/18/2015,5/25/2015,6/3/2015,6/9/2015,6/15/2015,,,,,,,,,,,,,,,,,,,,,,,<5,<5,<5,<5,<5,101-1000,,>10000,>10000,>10000,>10000
,306,16511*C,Picea_rubens,40-NE,<3,<3,<3,<3,<3,<3,,>10000,>10000,>10000,>10000,4/6/2015,4/13/2015,4/20/2015,4/27/2015,5/4/2015,5/12/2015,5/18/2015,5/25/2015,6/3/2015,6/9/2015,6/15/2015,,,,,,,,,,,,,,,,,,,,,,,<5,<5,<5,<5,<5,<5,,1001-10000,>10000,>10000,>10000
,307,1509-1*A,Tsuga_canadensis,41-NW,<3,<3,<3,<3,<3,101-1000,,>10000,>10000,>10000,>10000,4/6/2015,4/13/2015,4/20/2015,4/27/2015,5/4/2015,5/12/2015,5/18/2015,5/25/2015,6/3/2015,6/9/2015,6/15/2015,,,,,,,,,,,,,,,,,,,,,,,<5,<5,<5,<5,<5,<5,,>10000,>10000,>10000,>10000
,308,17516*A,Thuja_plicata,41-SE,<3,<3,<3,<3,<3,>10000,>10000,>10000,>10000,>10000,>10000,4/6/2015,4/13/2015,4/20/2015,4/27/2015,5/4/2015,5/12/2015,5/18/2015,5/25/2015,6/3/2015,6/9/2015,6/15/2015,,,,,,,,,,,,,,,,,,,,,,,<5,<5,<5,<5,<5,>10000,,>10000,>10000,>10000,>10000
,310,17516*B,Thuja_plicata,42-SW,<3,<3,<3,<3,<3,>10000,>10000,>10000,>10000,>10000,>10000,4/6/2015,4/13/2015,4/20/2015,4/27/2015,5/4/2015,5/12/2015,5/18/2015,5/25/2015,6/3/2015,6/9/2015,6/15/2015,,,,,,,,,,,,,,,,,,,,,,,<5,<5,<5,<5,<5,>10000,,>10000,>10000,>10000,>10000
,311,4000*A,Calocedrus_decurrens,42-SW,<3,<3,<3,<3,<3,>10000,>10000,,,>10000,>10000,4/6/2015,4/13/2015,4/20/2015,4/27/2015,5/4/2015,5/12/2015,5/18/2015,5/25/2015,6/3/2015,6/9/2015,6/15/2015,,,,,,,,,,,,,,,,,,,,,,,<5,<5,<5,<5,<5,>10000,,,,>10000,>10000
,312,4000*D,Calocedrus_decurrens,42-SW,<3,<3,<3,<3,<3,>10000,>10000,,,>10000,>10000,4/6/2015,4/13/2015,4/21/2015,4/27/2015,5/4/2015,5/12/2015,5/18/2015,5/25/2015,6/3/2015,6/9/2015,6/15/2015,,,,,,,,,,,,,,,,,,,,,,,<5,<5,<5,<5,<5,>10000,,,,>10000,>10000
,313,4000*E,Calocedrus_decurrens,42-SW,<3,<3,<3,<3,<3,>10000,>10000,,,>10000,>10000,4/6/2015,4/13/2015,4/21/2015,4/27/2015,5/4/2015,5/12/2015,5/18/2015,5/25/2015,6/3/2015,6/9/2015,6/15/2015,,,,,,,,,,,,,,,,,,,,,,,<5,<5,<5,<5,<5,>10000,,,,>10000,>10000
,316,224-49*A,Calocedrus_decurrens,41-NE,<3,<3,<3,<3,,>10000,>10000,,,>10000,>10000,4/6/2015,4/13/2015,4/21/2015,4/27/2015,5/4/2015,5/12/2015,5/18/2015,5/25/2015,6/3/2015,6/9/2015,6/15/2015,,,,,,,,,,,,,,,,,,,,,,,<5,<5,<5,<5,,>10000,,>10000,,>10000,>10000
,319,11373*B,Pinus_densiflora,45-SW,<3,<3,<3,<3,<3,<3,,>10000,>10000,>10000,>10000,4/6/2015,4/13/2015,4/21/2015,4/27/2015,5/4/2015,5/12/2015,5/18/2015,5/25/2015,6/3/2015,6/9/2015,6/15/2015,,,,,,,,,,,,,,,,,,,,,,,<5,<5,<5,<5,<5,<5,,<5,<5,>10000,>10000
,320,11371*J,Pinus_thunbergii,44-SE,<3,<3,<3,<3,<3,<3,,<3,>10000,>10000,,4/6/2015,4/13/2015,4/21/2015,4/27/2015,5/4/2015,5/12/2015,5/18/2015,5/25/2015,6/3/2015,6/9/2015,6/15/2015,,,,,,,,,,,,,,,,,,,,,,,<5,<5,<5,<5,<5,<5,,<5,<5,<5,
,321,14937*A,Larix_decidua,44-SE,<3,<3,>10000,>10000,>10000,>10000,>10000,>10000,>10000,>10000,>10000,4/6/2015,4/13/2015,4/21/2015,4/27/2015,5/4/2015,5/12/2015,5/18/2015,5/25/2015,6/3/2015,6/9/2015,6/15/2015,<3,<3,,,,,,,,,,<25,<25,,,,,,,,,,<5,<5,<5,11-100,>10000,>10000,,>10000,>10000,>10000,>10000
,322,1239-83*C,Styphnolobium_japonicum,50-NW,<3,<3,<3,<3,11-100,>10000,>10000,>10000,>10000,>10000,>10000,4/6/2015,4/13/2015,4/21/2015,4/27/2015,5/4/2015,5/12/2015,5/18/2015,5/25/2015,6/3/2015,6/9/2015,6/15/2015,<3,<3,<3,<3,<3,<3,,>10000,>10000,>10000,>10000,<25,<25,<25,<25,<25,<25,,>95,>95,>95,>95,<5,<5,<5,<5,<5,50-74,,>95,>95,>95,>95
,322,16511*G,Picea_rubens,44-SE,<3,<3,<3,<3,<3,<3,,>10000,>10000,>10000,>10000,4/6/2015,4/13/2015,4/21/2015,4/27/2015,5/4/2015,5/12/2015,5/18/2015,5/25/2015,6/3/2015,6/9/2015,6/15/2015,,,,,,,,,,,,,,,,,,,,,,,<5,<5,<5,<5,<5,<5,,101-1000,>10000,>10000,>10000
,323,4802*C,Pinus_nigra,44-SE,<3,<3,<3,<3,<3,101-1000,,>10000,>10000,>10000,>10000,4/6/2015,4/13/2015,4/21/2015,4/27/2015,5/4/2015,5/12/2015,5/18/2015,5/25/2015,6/3/2015,6/9/2015,6/15/2015,,,,,,,,,,,,,,,,,,,,,,,<5,<5,<5,<5,<5,<5,,<5,>10000,>10000,>10000
,324,15803*M,Tsuga_caroliniana,44-SE,<3,<3,<3,<3,<3,>10000,>10000,>10000,>10000,>10000,>10000,4/6/2015,4/13/2015,4/21/2015,4/27/2015,5/4/2015,5/12/2015,5/18/2015,5/25/2015,6/3/2015,6/9/2015,6/15/2015,,,,,,,,,,,,,,,,,,,,,,,<5,<5,<5,<5,<5,>10000,,>10000,>10000,>10000,>10000
,325,6995*A,Picea_purpurea,44-SE,<3,<3,<3,<3,<3,101-1000,,>10000,>10000,>10000,>10000,4/6/2015,4/13/2015,4/21/2015,4/27/2015,5/4/2015,5/12/2015,5/18/2015,5/25/2015,6/3/2015,6/9/2015,6/15/2015,,,,,,,,,,,,,,,,,,,,,,,<5,<5,<5,<5,<5,<5,,>10000,>10000,>10000,>10000
,327,11372*H,Pinus_tabuliformis,49-NE,<3,<3,<3,<3,<3,<3,,<3,>10000,>10000,>10000,4/6/2015,4/13/2015,4/21/2015,4/27/2015,5/4/2015,5/12/2015,5/18/2015,5/25/2015,6/3/2015,6/9/2015,6/15/2015,,,,,,,,,,,,,,,,,,,,,,,<5,<5,<5,<5,<5,<5,,<5,<5,>10000,>10000
,328,1894-80*B,Sorbus_yuana,49-NE,<3,<3,1001-10000,1001-10000,>10000,>10000,>10000,>10000,>10000,>10000,>10000,4/6/2015,4/13/2015,4/21/2015,4/27/2015,5/4/2015,5/12/2015,5/18/2015,5/25/2015,6/3/2015,6/9/2015,6/15/2015,<3,<3,<3,<3,<3,>10000,,>10000,>10000,>10000,>10000,<25,<25,<25,<25,25-49,>95,,>95,>95,>95,>95,<5,<5,<5,<5,>95,>95,,>95,>95,>95,>95
,331,250-80*E,Pyrus_calleryana,49-NE,<3,<3,101-1000,>10000,1001-10000,>10000,>10000,>10000,>10000,>10000,>10000,4/6/2015,4/13/2015,4/21/2015,4/27/2015,5/4/2015,5/12/2015,5/18/2015,5/25/2015,6/3/2015,6/9/2015,6/15/2015,<3,<3,<3,<3,<3,101-1000,,>10000,>10000,>10000,>10000,<25,<25,<25,<25,<25,25-49,,>95,>95,>95,>95,<5,<5,<5,5-24,<5,>95,,>95,>95,>95,>95
,332,250-80*A,Pyrus_calleryana,49-NE,<3,<3,1001-10000,>10000,1001-10000,>10000,>10000,>10000,>10000,>10000,>10000,4/6/2015,4/13/2015,4/21/2015,4/27/2015,5/4/2015,5/12/2015,5/18/2015,5/25/2015,6/3/2015,6/9/2015,6/15/2015,<3,<3,<3,<3,<3,101-1000,,>10000,>10000,>10000,>10000,<25,<25,<25,<25,<25,50-74,,>95,>95,>95,>95,<5,<5,<5,5-24,50-74,>95,,>95,>95,>95,>95
,333,11371*M,Pinus_thunbergii,49-NW,<3,<3,<3,<3,<3,101-1000,,>10000,>10000,>10000,>10000,4/6/2015,4/13/2015,4/21/2015,4/27/2015,5/4/2015,5/12/2015,5/18/2015,5/25/2015,6/3/2015,6/9/2015,6/15/2015,,,,,,,,,,,,,,,,,,,,,,,<5,<5,<5,<5,<5,<5,,<5,>10000,>10000,>10000
,334,4802*D,Pinus_nigra,53-NW,<3,<3,<3,<3,<3,<3,,>10000,>10000,>10000,>10000,4/6/2015,4/13/2015,4/21/2015,4/27/2015,5/4/2015,5/12/2015,5/18/2015,5/25/2015,6/3/2015,6/9/2015,6/15/2015,,,,,,,,,,,,,,,,,,,,,,,<5,<5,<5,<5,<5,<5,,<5,<5,>10000,>10000
,337,16592*E,Pinus_thunbergii,49-SW,<3,<3,<3,<3,<3,<3,,>10000,>10000,>10000,,4/6/2015,4/13/2015,4/21/2015,4/27/2015,5/4/2015,5/12/2015,5/18/2015,5/25/2015,6/3/2015,6/9/2015,6/15/2015,,,,,,,,,,,,,,,,,,,,,,,<5,<5,<5,<5,<5,<5,,<5,<5,<5,
,338,16592*D,Pinus_thunbergii,49-SW,<3,<3,<3,<3,<3,<3,,>10000,>10000,>10000,,4/6/2015,4/13/2015,4/21/2015,4/27/2015,5/4/2015,5/12/2015,5/18/2015,5/25/2015,6/3/2015,6/9/2015,6/15/2015,,,,,,,,,,,,,,,,,,,,,,,<5,<5,<5,<5,<5,<5,,<5,<5,<5,
,339,4802*E,Pinus_nigra,53-NW,<3,<3,<3,<3,<3,<3,,>10000,>10000,>10000,>10000,4/6/2015,4/13/2015,4/21/2015,4/27/2015,5/4/2015,5/12/2015,5/18/2015,5/25/2015,6/3/2015,6/9/2015,6/15/2015,,,,,,,,,,,,,,,,,,,,,,,<5,<5,<5,<5,<5,<5,,<5,<5,>10000,>10000
,340,6284*I,Picea_asperata,49-SW,<3,<3,<3,<3,<3,>10000,>10000,>10000,>10000,>10000,>10000,4/6/2015,4/13/2015,4/21/2015,4/27/2015,5/4/2015,5/12/2015,5/18/2015,5/25/2015,6/3/2015,6/9/2015,6/15/2015,,,,,,,,,,,,,,,,,,,,,,,<5,<5,<5,<5,<5,101-1000,,,>10000,>10000,>10000
,341,16515*G,Picea_wilsonii,49-SW,<3,<3,<3,<3,<3,>10000,>10000,>10000,>10000,>10000,>10000,4/6/2015,4/13/2015,4/21/2015,4/27/2015,5/4/2015,5/12/2015,5/18/2015,5/25/2015,6/3/2015,6/9/2015,6/15/2015,,,,,,,,,,,,,,,,,,,,,,,<5,<5,<5,<5,<5,>10000,,>10000,>10000,>10000,>10000
,342,16515*C,Picea_wilsonii,49-SW,<3,<3,<3,<3,<3,>10000,>10000,>10000,>10000,>10000,>10000,4/6/2015,4/13/2015,4/21/2015,4/27/2015,5/4/2015,5/12/2015,5/18/2015,5/25/2015,6/3/2015,6/9/2015,6/15/2015,,,,,,,,,,,,,,,,,,,,,,,<5,<5,<5,<5,<5,>10000,,>10000,>10000,>10000,>10000
,343,6998*B,Picea_asperata,49-SW,<3,<3,<3,<3,<3,>10000,>10000,>10000,>10000,>10000,>10000,4/6/2015,4/13/2015,4/21/2015,4/27/2015,5/4/2015,5/12/2015,5/18/2015,5/25/2015,6/3/2015,6/9/2015,6/15/2015,,,,,,,,,,,,,,,,,,,,,,,<5,<5,<5,<5,<5,101-1000,,>10000,>10000,>10000,>10000
,344,21774*A,Picea_asperata,49-SE,<3,<3,<3,<3,<3,11-100,,>10000,>10000,>10000,>10000,4/6/2015,4/13/2015,4/21/2015,4/27/2015,5/4/2015,5/12/2015,5/18/2015,5/25/2015,6/3/2015,6/9/2015,6/15/2015,,,,,,,,,,,,,,,,,,,,,,,<5,<5,<5,<5,<5,<5,,>10000,>10000,>10000,>10000
,345,6992*W,Picea_asperata,49-SW,<3,<3,<3,<3,<3,11-100,,>10000,>10000,>10000,>10000,4/6/2015,4/13/2015,4/21/2015,4/27/2015,5/4/2015,5/12/2015,5/18/2015,5/25/2015,6/3/2015,6/9/2015,6/15/2015,,,,,,,,,,,,,,,,,,,,,,,<5,<5,<5,<5,<5,<5,,>10000,>10000,>10000,>10000
,347,16515*A,Picea_wilsonii,49-SW,<3,<3,<3,<3,<3,>10000,>10000,>10000,>10000,>10000,>10000,4/6/2015,4/13/2015,4/21/2015,4/27/2015,5/4/2015,5/12/2015,5/18/2015,5/25/2015,6/3/2015,6/9/2015,6/15/2015,<3,<3,,<3,,,,,,,,<25,<25,,<25,,,,,,,,<5,<5,<5,<5,<5,>10000,,>10000,>10000,>10000,>10000
,348,7416*B,Fagus_engleriana,53-NW,<3,<3,>10000,>10000,>10000,>10000,>10000,>10000,>10000,>10000,>10000,4/6/2015,4/13/2015,4/21/2015,4/27/2015,5/4/2015,5/12/2015,5/18/2015,5/25/2015,6/3/2015,6/9/2015,6/15/2015,<3,<3,<3,<3,<3,>10000,,>10000,>10000,>10000,>10000,<25,<25,<25,25-49,25-49,>95,,>95,>95,>95,>95,<5,<5,<5,>95,>95,>95,,>95,>95,>95,>95
,349,16823*K,Quercus_glandulifera,53-SW,<3,<3,<3,<3,1001-10000,>10000,>10000,>10000,>10000,>10000,>10000,4/6/2015,4/13/2015,4/21/2015,4/27/2015,5/4/2015,5/12/2015,5/18/2015,5/25/2015,6/3/2015,6/9/2015,6/15/2015,<3,<3,<3,<3,<3,<3,,,>10000,>10000,>10000,<25,<25,<25,<25,<25,25-49,,,>95,>95,>95,<5,<5,<5,<5,<5,>95,,,>95,>95,>95
,350,12453*A,Kalopanax_septemlobus,53-SE,<3,<3,<3,<3,<3,>10000,>10000,>10000,>10000,>10000,>10000,4/6/2015,4/13/2015,4/21/2015,4/27/2015,5/4/2015,5/12/2015,5/18/2015,5/25/2015,6/3/2015,6/9/2015,6/15/2015,<3,<3,<3,<3,<3,>10000,,>10000,>10000,>10000,>10000,<25,<25,<25,<25,<25,>95,,>95,>95,>95,>95,<5,<5,<5,<5,<5,>95,,>95,>95,>95,>95
,351,12453*C,Kalopanax_septemlobus,53-SE,<3,<3,<3,<3,101-1000,>10000,>10000,>10000,>10000,>10000,>10000,4/6/2015,4/13/2015,4/21/2015,4/27/2015,5/4/2015,5/12/2015,5/18/2015,5/25/2015,6/3/2015,6/9/2015,6/15/2015,<3,<3,<3,<3,<3,>10000,,>10000,>10000,>10000,>10000,<25,<25,<25,<25,<25,>95,,>95,>95,>95,>95,<5,<5,<5,<5,<5,>95,,>95,>95,>95,>95
,352,18053*A,Quercus_variabilis,57-NE,<3,<3,<3,<3,3-10,>10000,>10000,>10000,>10000,>10000,>10000,4/6/2015,4/13/2015,4/21/2015,4/27/2015,5/4/2015,5/12/2015,5/18/2015,5/25/2015,6/3/2015,6/9/2015,6/15/2015,<3,<3,<3,<3,<3,11-100,,>10000,>10000,>10000,>10000,<25,<25,<25,<25,<25,50-74,,>95,>95,>95,>95,<5,<5,<5,<5,<5,>95,,>95,>95,>95,>95
,352.5,787*B,Liriodendron_tulipifera,57-NE,<3,<3,<3,>10000,>10000,>10000,>10000,>10000,>10000,>10000,>10000,4/6/2015,4/13/2015,4/21/2015,4/27/2015,5/4/2015,5/12/2015,5/18/2015,5/25/2015,6/3/2015,6/9/2015,6/15/2015,<3,<3,<3,<3,<3,3-10,,,>10000,>10000,>10000,<25,<25,<25,<25,<25,50-74,,,>95,>95,>95,<5,<5,<5,<5,<5,>95,,>10000,>95,>95,>95
,353,23189*A,Pyrus_pyrifolia,53-SE,<3,<3,>10000,101-1000,1001-10000,>10000,>10000,>10000,>10000,>10000,>10000,4/6/2015,4/13/2015,4/21/2015,4/27/2015,5/4/2015,5/12/2015,5/18/2015,5/25/2015,6/3/2015,6/9/2015,6/15/2015,<3,<3,<3,<3,<3,101-1000,,>10000,>10000,>10000,>10000,<25,<25,<25,<25,25-49,50-74,,>95,>95,>95,>95,<5,<5,<5,<5,5-24,>95,,>95,>95,>95,>95
,354,10569*A,Pyrus_pyrifolia,53-NE,<3,<3,>10000,<3,<3,>10000,>10000,>10000,>10000,>10000,>10000,4/6/2015,4/13/2015,4/21/2015,4/27/2015,5/4/2015,5/12/2015,5/18/2015,5/25/2015,6/3/2015,6/9/2015,6/15/2015,<3,<3,<3,<3,<3,101-1000,,>10000,>10000,>10000,>10000,<25,<25,<25,<25,<25,50-74,,>95,>95,>95,>95,<5,<5,<5,<5,<5,>95,,>95,>95,>95,>95
,355,1237-79*B,Gleditsia_triacanthos,53-NE,<3,<3,<3,<3,<3,>10000,>10000,>10000,>10000,>10000,>10000,4/6/2015,4/13/2015,4/21/2015,4/27/2015,5/4/2015,5/12/2015,5/18/2015,5/25/2015,6/3/2015,6/9/2015,6/15/2015,<3,<3,<3,<3,<3,<3,,>10000,>10000,>10000,>10000,<25,<25,<25,<25,<25,<25,,>95,>95,>95,>95,<5,<5,<5,<5,<5,>95,,>95,>95,>95,>95
,356,1237-79*C,Gleditsia_triacanthos,54-SW,<3,<3,<3,<3,<3,>10000,>10000,>10000,>10000,>10000,>10000,4/6/2015,4/13/2015,4/21/2015,4/27/2015,5/4/2015,5/12/2015,5/18/2015,5/25/2015,6/3/2015,6/9/2015,6/15/2015,<3,<3,<3,<3,<3,<3,,>10000,>10000,>10000,>10000,<25,<25,<25,<25,<25,<25,,>95,>95,>95,>95,<5,<5,<5,<5,<5,>95,,>95,>95,>95,>95
,357,12651*I,Aesculus_flava,57-NE,<3,<3,101-1000,101-1000,>10000,>10000,>10000,>10000,>10000,>10000,>10000,4/6/2015,4/13/2015,4/21/2015,4/27/2015,5/4/2015,5/12/2015,5/18/2015,5/25/2015,6/3/2015,6/9/2015,6/15/2015,<3,<3,<3,<3,<3,101-1000,,>10000,>10000,>10000,>10000,<25,<25,<25,25-49,25-49,75-95,,>95,>95,>95,>95,<5,<5,<5,75-95,>95,>95,,>95,>95,>95,>95
,359,16823*B,Quercus_glandulifera,57-NE,<3,<3,<3,<3,>10000,>10000,>10000,>10000,>10000,>10000,>10000,4/6/2015,4/13/2015,4/21/2015,4/27/2015,5/4/2015,5/12/2015,5/18/2015,5/25/2015,6/3/2015,6/9/2015,6/15/2015,<3,<3,<3,<3,<3,<3,,>10000,>10000,>10000,>10000,<25,<25,<25,<25,<25,25-49,,>95,>95,>95,>95,<5,<5,<5,<5,<5,>95,,>95,>95,>95,>95
,360,1732-77*D,Pinus_parviflora,58-NW,<3,<3,<3,<3,<3,>10000,>10000,>10000,>10000,>10000,>10000,4/6/2015,4/13/2015,4/20/2015,4/28/2015,5/4/2015,5/12/2015,5/18/2015,5/25/2015,6/3/2015,6/9/2015,6/15/2015,,,<3,,,,,,,,,,,<25,,,,,,,,,<5,<5,<5,<5,<5,<5,,<5,<5,,>10000
,361,18409*A,Quercus_aliena,58-SW,<3,<3,<3,<3,>10000,>10000,>10000,>10000,>10000,>10000,>10000,4/6/2015,4/13/2015,4/20/2015,4/28/2015,5/4/2015,5/12/2015,5/18/2015,5/25/2015,6/3/2015,6/9/2015,6/15/2015,<3,<3,<3,<3,<3,<3,,>10000,>10000,>10000,>10000,<25,<25,<25,<25,<25,<25,,>95,>95,>95,>95,<5,<5,<5,<5,<5,>95,,>95,>95,>95,>95
,365,787*F,Liriodendron_tulipifera,57-SE,<3,<3,<3,>10000,>10000,>10000,>10000,>10000,>10000,>10000,>10000,4/6/2015,4/13/2015,4/20/2015,4/28/2015,5/4/2015,5/12/2015,5/18/2015,5/25/2015,6/3/2015,6/9/2015,6/15/2015,<3,<3,<3,<3,<3,<3,,>10000,>10000,>10000,>10000,<25,<25,<25,<25,<25,<25,,>95,>95,>95,>95,<5,<5,<5,<5,<5,25-49,,>95,>95,>95,>95
,366,14936*C,Larix_gmelinii_var_principis_rupprechtii,62-NW,<3,1001-10000,>10000,>10000,>10000,>10000,>10000,>10000,>10000,>10000,>10000,4/6/2015,4/13/2015,4/20/2015,4/28/2015,5/4/2015,5/12/2015,5/18/2015,5/25/2015,6/3/2015,6/9/2015,6/15/2015,,,,,,,,,,,,,,,,,,,,,,,<5,<5,>10000,>10000,>10000,>10000,,>10000,>10000,>10000,>10000
,367,14936*B,Larix_gmelinii_var_principis_rupprechtii,62-NW,<3,1001-10000,>10000,>10000,>10000,>10000,>10000,>10000,>10000,>10000,>10000,4/6/2015,4/13/2015,4/20/2015,4/28/2015,5/4/2015,5/12/2015,5/18/2015,5/25/2015,6/3/2015,6/9/2015,6/15/2015,,,,,,,,,,,,,,,,,,,,,,,<5,<5,>10000,>10000,>10000,>10000,,>10000,>10000,>10000,>10000
,368,7598*J,Quercus_coccinea,62-NW,<3,<3,<3,<3,101-1000,>10000,>10000,>10000,>10000,>10000,>10000,4/6/2015,4/13/2015,4/20/2015,4/28/2015,5/4/2015,5/12/2015,5/18/2015,5/25/2015,6/3/2015,6/9/2015,6/15/2015,<3,<3,<3,<3,<3,<3,,>10000,>10000,>10000,>10000,<25,<25,<25,<25,<25,<25,,>95,>95,>95,>95,<5,<5,<5,<5,<5,>95,,>95,>95,>95,>95
,369,7598*H,Quercus_coccinea,62-SW,<3,<3,<3,<3,1001-10000,>10000,>10000,>10000,>10000,>10000,>10000,4/6/2015,4/13/2015,4/20/2015,4/27/2015,5/4/2015,5/12/2015,5/18/2015,5/25/2015,6/3/2015,6/9/2015,6/15/2015,<3,<3,<3,<3,<3,<3,,>10000,>10000,>10000,>10000,<25,<25,<25,<25,<25,<25,,>95,>95,>95,>95,<5,<5,<5,<5,<5,>95,,>95,>95,>95,>95
,370,18503*A,Larix_gmelinii_var_principis_rupprechtii,62-NE,<3,<3,>10000,>10000,>10000,>10000,>10000,>10000,>10000,>10000,>10000,4/6/2015,4/13/2015,4/20/2015,4/27/2015,5/4/2015,5/12/2015,5/18/2015,5/25/2015,6/3/2015,6/9/2015,6/15/2015,,,,,,,,,>10000,>10000,>10000,,,,,,,,,>95,>95,>95,<5,<5,>10000,>10000,>10000,>10000,,>10000,>95,>95,>95
,371,21784*B,Larix_gmelinii_var_principis_rupprechtii,62-NE,<3,<3,>10000,>10000,>10000,>10000,>10000,>10000,>10000,>10000,>10000,4/6/2015,4/13/2015,4/20/2015,4/28/2015,5/4/2015,5/12/2015,5/18/2015,5/25/2015,6/3/2015,6/9/2015,6/15/2015,,,,,,,,,>10000,>10000,>10000,,,,,,,,,>95,>95,>95,<5,<5,>10000,>10000,>10000,>10000,,>10000,>95,>95,>95
,372,18503*G,Larix_gmelinii_var_principis_rupprechtii,62-NE,<3,<3,>10000,>10000,>10000,>10000,>10000,>10000,>10000,>10000,>10000,4/6/2015,4/13/2015,4/20/2015,4/28/2015,5/4/2015,5/12/2015,5/18/2015,5/25/2015,6/3/2015,6/9/2015,6/15/2015,,,,,,,,,>10000,>10000,>10000,,,,,,,,,>95,>95,>95,<5,<5,>10000,>10000,>10000,>10000,,>10000,>95,>95,>95
,373,21784*K,Larix_gmelinii_var_principis_rupprechtii,58-SE,<3,<3,>10000,>10000,>10000,>10000,>10000,>10000,>10000,>10000,>10000,4/6/2015,4/13/2015,4/20/2015,4/28/2015,5/4/2015,5/12/2015,5/18/2015,5/25/2015,6/3/2015,6/9/2015,6/15/2015,,,<3,,,,,,>10000,>10000,>10000,,,<25,,,,,,>95,>95,>95,<5,<5,>10000,>10000,>10000,>10000,,>10000,>95,>95,>95
